,school,season,conf_abbr,wins,losses,win_loss_pct,wins_conf,losses_conf,win_loss_pct_conf,srs,sos,pts_per_g,opp_pts_per_g,rank_pre,rank_min,rank_final,round_max,seed,coaches
0,abilene-christian,2019-20,Southland,20,11,.645,15,5,.750,-2.87,-6.87,75.9,65.3,,,,,,Joe Golding
1,abilene-christian,2018-19,Southland,27,7,.794,14,4,.778,-1.91,-7.34,73.6,63.6,,,,Lost First Round,15,Joe Golding
2,abilene-christian,2017-18,Southland,16,16,.500,8,10,.444,-9.14,-6.82,73.7,71.2,,,,,,Joe Golding
3,abilene-christian,2016-17,Southland,13,16,.448,7,11,.389,-11.86,-7.10,69.3,71.5,,,,,,Joe Golding
4,abilene-christian,2015-16,Southland,13,18,.419,8,10,.444,-13.93,-7.53,71.3,73.3,,,,,,Joe Golding
5,abilene-christian,2014-15,Southland,10,21,.323,4,14,.222,-17.20,-6.34,63.7,70.5,,,,,,Joe Golding
6,abilene-christian,2013-14,Southland,11,20,.355,2,12,.143,-19.60,-4.12,71.4,71.9,,,,,,Joe Golding
7,abilene-christian,1972-73,Southland,6,20,.231,2*,10*,.167,-13.76,-3.16,78.5,86.7,,,,,,Carnie Hatch
8,abilene-christian,1971-72,Southland,17,8,.680,3,5,.375,-10.62,-9.69,81.4,76.2,,,,,,Carnie Hatch
9,abilene-christian,1970-71,Southland,15,9,.625,5,3,.625,-9.04,-10.29,78.3,74.0,,,,,,Carnie Hatch
10,air-force,2019-20,MWC,12,20,.375,5,13,.278,-0.37,3.02,73.1,74.6,,,,,,Dave Pilipovich
11,air-force,2018-19,MWC,14,18,.438,8,10,.444,-4.28,0.24,68.1,71.7,,,,,,Dave Pilipovich
12,air-force,2017-18,MWC,12,19,.387,6,12,.333,-4.31,1.72,68.5,72.4,,,,,,Dave Pilipovich
13,air-force,2016-17,MWC,12,21,.364,4,14,.222,-3.06,1.00,73.1,75.1,,,,,,Dave Pilipovich
14,air-force,2015-16,MWC,14,18,.438,5,13,.278,-5.51,0.66,68.4,72.8,,,,,,Dave Pilipovich
15,air-force,2014-15,MWC,14,17,.452,6,12,.333,-1.85,-0.71,65.7,65.1,,,,,,Dave Pilipovich
16,air-force,2013-14,MWC,12,18,.400,6,12,.333,-4.08,1.71,66.0,69.1,,,,,,Dave Pilipovich
17,air-force,2012-13,MWC,18,14,.563,8,8,.500,4.18,4.28,70.0,67.8,,,,,,Dave Pilipovich
18,air-force,2011-12,MWC,13,16,.448,3,11,.214,-0.45,2.14,61.6,62.0,,,,,,Jeff Reynolds
19,air-force,2010-11,MWC,16,16,.500,6,10,.375,2.71,3.31,64.8,65.1,,,,,,Jeff Reynolds
20,air-force,2009-10,MWC,10,21,.323,1,15,.063,-4.90,3.13,57.2,63.1,,,,,,Jeff Reynolds
21,air-force,2008-09,MWC,10,21,.323,0,16,.000,-2.99,2.37,58.7,62.5,,,,,,Jeff Reynolds
22,air-force,2007-08,MWC,16,14,.533,8,8,.500,0.44,0.19,58.7,57.2,,,,,,Jeff Reynolds
23,air-force,2006-07,MWC,26,9,.743,10,6,.625,15.19,3.34,69.0,56.0,,13,,,,Jeff Bzdelik
24,air-force,2005-06,MWC,24,7,.774,12,4,.750,10.20,2.49,64.2,54.7,,,,Lost First Round,13,Jeff Bzdelik
25,air-force,2004-05,MWC,18,12,.600,9,5,.643,8.61,2.61,61.2,54.3,,,,,,Chris Mooney
26,air-force,2003-04,MWC,22,7,.759,12,2,.857,9.12,0.08,59.9,50.9,,25,,Lost First Round,11,Joe Scott
27,air-force,2002-03,MWC,12,16,.429,3,11,.214,1.71,1.46,57.3,57.0,,,,,,Joe Scott
28,air-force,2001-02,MWC,9,19,.321,3,11,.214,-0.95,3.23,57.3,61.5,,,,,,Joe Scott
29,air-force,2000-01,MWC,8,21,.276,3,11,.214,-3.57,1.99,57.5,63.0,,,,,,Joe Scott
30,air-force,1999-00,MWC,8,20,.286,4,10,.286,-5.07,2.58,67.5,73.1,,,,,,Reggie Minton
31,air-force,1998-99,WAC,10,16,.385,2,12,.143,-4.00,2.53,76.2,80.2,,,,,,Reggie Minton
32,air-force,1997-98,WAC,10,16,.385,2,12,.143,-5.51,2.59,68.2,69.7,,,,,,Reggie Minton
33,air-force,1996-97,WAC,7,19,.269,2,14,.125,-4.94,1.15,67.9,72.1,,,,,,Reggie Minton
34,air-force,1995-96,WAC,5,23,.179,1,17,.056,-5.63,5.04,67.1,74.6,,,,,,Reggie Minton
35,air-force,1994-95,WAC,8,20,.286,4,14,.222,-4.05,4.95,67.2,72.5,,,,,,Reggie Minton
36,air-force,1993-94,WAC,8,18,.308,3,15,.167,-6.27,2.41,69.7,74.0,,,,,,Reggie Minton
37,air-force,1992-93,WAC,9,19,.321,3,15,.167,-7.45,2.05,65.5,70.9,,,,,,Reggie Minton
38,air-force,1991-92,WAC,9,20,.310,3,13,.188,-6.80,1.88,62.7,69.6,,,,,,Reggie Minton
39,air-force,1990-91,WAC,9,20,.310,2,14,.125,-7.77,0.59,59.6,65.7,,,,,,Reggie Minton
40,air-force,1989-90,WAC,12,20,.375,3,13,.188,-1.86,3.71,66.8,69.4,,,,,,Reggie Minton
41,air-force,1988-89,WAC,14,14,.500,6,10,.375,2.94,3.39,71.9,68.2,,,,,,Reggie Minton
42,air-force,1987-88,WAC,11,17,.393,4,12,.250,-6.70,2.60,67.1,72.6,,,,,,Reggie Minton
43,air-force,1986-87,WAC,12,15,.444,5,11,.313,-3.72,0.37,71.3,72.1,,,,,,Reggie Minton
44,air-force,1985-86,WAC,10,19,.345,3,13,.188,-6.92,0.20,60.7,64.4,,,,,,Reggie Minton
45,air-force,1984-85,WAC,8,20,.286,2,14,.125,-6.11,-0.31,64.3,67.1,,,,,,Reggie Minton
46,air-force,1983-84,WAC,8,19,.296,3,13,.188,-4.00,3.13,56.7,61.0,,,,,,Hank Egan
47,air-force,1982-83,WAC,10,17,.370,2,14,.125,-8.78,-0.82,57.9,63.0,,,,,,Hank Egan
48,air-force,1981-82,WAC,8,19,.296,3,13,.188,-4.84,4.75,51.1,56.9,,,,,,Hank Egan
49,air-force,1980-81,WAC,9,18,.333,3,13,.188,1.71,5.27,54.0,56.2,,,,,,Hank Egan
50,air-force,1979-80,WAC,8,17,.320,,,,-7.84,-1.07,62.2,67.0,,,,,,Hank Egan
51,air-force,1978-79,Ind,12,13,.480,,,,-3.90,0.52,64.0,65.0,,,,,,Hank Egan
52,air-force,1977-78,Ind,15,10,.600,,,,2.00,2.21,69.6,64.5,,,,,,Hank Egan
53,air-force,1976-77,Ind,12,15,.444,,,,-4.83,-0.69,65.7,68.4,,,,,,Hank Egan
54,air-force,1975-76,Ind,16,9,.640,,,,-4.20,-4.26,66.2,61.4,,,,,,Hank Egan
55,air-force,1974-75,Ind,13,12,.520,,,,-5.74,-0.80,63.7,63.0,,,,,,Hank Egan
56,air-force,1973-74,Ind,11,13,.458,,,,-5.60,-1.54,,,,,,,,Hank Egan
57,air-force,1972-73,Ind,14,10,.583,,,,-0.02,-3.34,63.0,59.2,,,,,,Hank Egan
58,air-force,1971-72,Ind,12,13,.480,,,,-8.53,-4.66,68.4,68.8,,,,,,Hank Egan
59,air-force,1970-71,Ind,12,14,.462,,,,-6.08,1.16,71.9,72.5,,,,,,Bob Spear
60,air-force,1969-70,Ind,12,12,.500,,,,-0.84,4.10,76.0,74.0,,,,,,Bob Spear
61,air-force,1968-69,Ind,11,13,.458,,,,-6.92,-0.09,73.3,74.6,,,,,,Bob Spear
62,air-force,1967-68,Ind,9,15,.375,,,,-9.31,1.65,74.7,80.0,,,,,,Bob Spear
63,air-force,1966-67,Ind,6,18,.250,,,,-6.12,2.20,68.0,70.6,,,,,,Bob Spear
64,air-force,1965-66,Ind,14,12,.538,,,,0.42,2.17,76.9,73.9,,,,,,Bob Spear
65,air-force,1964-65,Ind,9,14,.391,,,,-1.71,1.76,66.3,68.0,,,,,,Bob Spear
66,air-force,1963-64,Ind,11,12,.478,,,,3.25,0.89,69.0,62.7,,,,,,Bob Spear
67,air-force,1962-63,Ind,10,12,.455,,,,-1.11,3.19,57.8,58.3,,,,,,Bob Spear
68,air-force,1961-62,Ind,16,7,.696,,,,-3.10,-2.88,65.8,61.6,,,,Lost First Round,,Bob Spear
69,air-force,1960-61,Ind,12,12,.500,,,,-4.71,0.50,66.6,69.0,,,,,,Bob Spear
70,air-force,1959-60,Ind,12,10,.545,,,,-6.50,-2.23,,,,,,Lost First Round,,Bob Spear
71,air-force,1957-58,Ind,17,6,.739,,,,-1.88,-1.88,,,,,,,,Bob Spear
72,akron,2019-20,MAC,24,7,.774,14,4,.778,7.15,-0.40,75.7,66.5,,,,,,John Groce
73,akron,2018-19,MAC,17,16,.515,8,10,.444,4.86,1.09,68.8,63.8,,,,,,John Groce
74,akron,2017-18,MAC,14,18,.438,6,12,.333,-6.82,-1.92,71.8,75.3,,,,,,John Groce
75,akron,2016-17,MAC,27,9,.750,14,4,.778,3.59,-1.21,77.0,70.8,,,,,,Keith Dambrot
76,akron,2015-16,MAC,26,9,.743,13,5,.722,5.55,-1.24,76.6,68.0,,,,,,Keith Dambrot
77,akron,2014-15,MAC,21,14,.600,9,9,.500,3.65,-0.47,68.1,62.9,,,,,,Keith Dambrot
78,akron,2013-14,MAC,21,13,.618,12,6,.667,1.16,-0.48,68.6,66.9,,,,,,Keith Dambrot
79,akron,2012-13,MAC,26,7,.788,14,2,.875,8.11,0.18,71.8,62.8,,,,Lost Second Round,12,Keith Dambrot
80,akron,2011-12,MAC,22,12,.647,13,3,.813,6.33,0.72,72.2,65.9,,,,,,Keith Dambrot
81,akron,2010-11,MAC,23,13,.639,9,7,.563,2.15,-1.02,70.1,65.7,,,,Lost Second Round,15,Keith Dambrot
82,akron,2009-10,MAC,24,11,.686,12,4,.750,2.82,-1.50,70.6,65.5,,,,,,Keith Dambrot
83,akron,2008-09,MAC,23,13,.639,10,6,.625,3.37,-2.01,66.8,60.3,,,,Lost First Round,13,Keith Dambrot
84,akron,2007-08,MAC,24,11,.686,11,5,.688,6.24,0.33,70.8,63.8,,,,,,Keith Dambrot
85,akron,2006-07,MAC,26,7,.788,13,3,.813,10.90,-1.90,75.3,61.0,,,,,,Keith Dambrot
86,akron,2005-06,MAC,23,10,.697,14,4,.778,5.00,0.13,72.9,66.1,,,,,,Keith Dambrot
87,akron,2004-05,MAC,19,10,.655,11,7,.611,7.03,1.67,71.8,65.6,,,,,,Keith Dambrot
88,akron,2003-04,MAC,13,15,.464,7,11,.389,-0.39,0.00,71.8,72.1,,,,,,Dan Hipsher
89,akron,2002-03,MAC,14,14,.500,9,9,.500,-0.80,-1.43,78.6,77.0,,,,,,Dan Hipsher
90,akron,2001-02,MAC,10,21,.323,5,13,.278,-4.84,0.36,69.5,74.3,,,,,,Dan Hipsher
91,akron,2000-01,MAC,12,16,.429,9,9,.500,-3.09,1.67,67.9,72.6,,,,,,Dan Hipsher
92,akron,1999-00,MAC,17,11,.607,11,7,.611,3.44,1.32,75.9,71.8,,,,,,Dan Hipsher
93,akron,1998-99,MAC,18,9,.667,12,6,.667,5.15,1.11,75.2,70.6,,,,,,Dan Hipsher
94,akron,1997-98,MAC,17,10,.630,13,5,.722,5.57,-0.66,75.3,67.6,,,,,,Dan Hipsher
95,akron,1996-97,MAC,8,18,.308,6,12,.333,-1.18,0.98,70.5,71.9,,,,,,Dan Hipsher
96,akron,1995-96,MAC,3,23,.115,0,18,.000,-11.17,2.51,62.7,75.0,,,,,,Dan Hipsher
97,akron,1994-95,MAC,8,18,.308,4,14,.222,-7.59,0.97,60.2,67.8,,,,,,Coleman Crawford
98,akron,1993-94,MAC,8,18,.308,2,16,.111,-8.14,-2.22,61.6,,,,,,,Coleman Crawford
99,akron,1992-93,MAC,8,18,.308,3,15,.167,-10.69,-5.07,62.1,65.7,,,,,,Coleman Crawford
100,akron,1991-92,Mid-Cont,16,12,.571,10,6,.625,-5.77,-4.14,69.0,70.3,,,,,,Coleman Crawford
101,akron,1990-91,Mid-Cont,15,13,.536,6,10,.375,-3.28,-3.69,68.5,67.4,,,,,,Coleman Crawford
102,akron,1989-90,Ind,16,12,.571,,,,-2.43,-3.12,72.1,70.5,,,,,,Coleman Crawford
103,akron,1988-89,Ind,21,8,.724,,,,9.07,-5.52,85.3,70.7,,,,,,Bob Huggins
104,akron,1987-88,Ind,21,7,.750,,,,2.93,-6.75,79.6,67.6,,,,,,Bob Huggins
105,akron,1986-87,OVC,21,9,.700,9,5,.643,2.57,-3.65,77.1,68.9,,,,,,Bob Huggins
106,akron,1985-86,OVC,22,8,.733,10,4,.714,0.05,-3.79,76.2,68.5,,,,Lost First Round,15,Bob Huggins
107,akron,1984-85,OVC,12,14,.462,6,8,.429,-7.34,-4.30,62.9,63.7,,,,,,Bob Huggins
108,akron,1983-84,OVC,8,19,.296,3,11,.214,-10.06,-4.22,73.7,76.6,,,,,,Bob Rupert
109,akron,1982-83,OVC,14,15,.483,7,7,.500,-6.59,-3.51,72.4,72.9,,,,,,Bob Rupert
110,akron,1981-82,OVC,7,19,.269,3,13,.188,-13.76,-5.16,62.6,69.6,,,,,,Bob Rupert
111,akron,1980-81,OVC,8,18,.308,5,9,.357,-10.47,-2.88,65.6,71.6,,,,,,Bob Rupert
112,akron,1949-50,Ind,16,9,.640,,,,-2.18,-0.85,66.6,59.6,,,,,,Russell Beichly
113,akron,1948-49,Ind,16,6,.727,,,,,,62.2,53.7,,,,,,Russell Beichly
114,akron,1947-48,Ind,15,9,.625,,,,,,60.5,54.8,,,,,,Russell Beichly
115,akron,1944-45,Ind,21,2,.913,,,,,,,,,,,,,Russell Beichly
116,akron,1943-44,Ind,10,5,.667,,,,,,,,,,,,,Russell Beichly
117,akron,1942-43,Ind,18,3,.857,,,,,,,,,,,,,Russell Beichly
118,alabama-am,2019-20,SWAC,8,22,.267,5,13,.278,-18.88,-8.85,61.5,71.5,,,,,,Dylan Howard
119,alabama-am,2018-19,SWAC,5,27,.156,4,14,.222,-19.23,-8.38,60.6,71.4,,,,,,Dylan Howard
120,alabama-am,2017-18,SWAC,3,28,.097,3,15,.167,-23.97,-8.04,60.4,76.4,,,,,,Donnie Marsh
121,alabama-am,2016-17,SWAC,2,27,.069,2,16,.111,-26.99,-11.09,61.9,77.8,,,,,,Willie Hayes
122,alabama-am,2015-16,SWAC,11,18,.379,6,12,.333,-13.47,-10.75,68.1,70.4,,,,,,Willie Hayes
123,alabama-am,2014-15,SWAC,9,20,.310,8,10,.444,-17.15,-9.62,62.0,68.6,,,,,,Willie Hayes
124,alabama-am,2013-14,SWAC,14,16,.467,10,8,.556,-13.86,-10.58,64.5,67.0,,,,,,Willie Hayes
125,alabama-am,2012-13,SWAC,11,20,.355,6,12,.333,-18.40,-9.82,63.1,69.7,,,,,,Willie Hayes
126,alabama-am,2011-12,SWAC,7,21,.250,5,13,.278,-19.33,-10.79,63.0,70.1,,,,,,Willie Hayes
127,alabama-am,2010-11,SWAC,13,15,.464,10,8,.556,-15.19,-11.75,64.6,66.8,,,,,,Vann Pettaway
128,alabama-am,2009-10,SWAC,11,16,.407,8,10,.444,-20.19,-13.71,65.9,69.7,,,,,,Vann Pettaway
129,alabama-am,2008-09,SWAC,8,19,.296,6,12,.333,-19.72,-11.63,65.2,72.4,,,,,,Vann Pettaway
130,alabama-am,2007-08,SWAC,14,15,.483,11,7,.611,-16.14,-12.97,65.9,67.3,,,,,,Vann Pettaway
131,alabama-am,2006-07,SWAC,10,20,.333,4,14,.222,-23.55,-12.38,61.9,68.4,,,,,,Vann Pettaway
132,alabama-am,2005-06,SWAC,13,13,.500,11,7,.611,-9.12,-10.43,73.7,72.0,,,,,,Vann Pettaway
133,alabama-am,2004-05,SWAC,18,14,.563,12,6,.667,-11.96,-12.86,69.7,67.8,,,,Lost Opening Round,16,Vann Pettaway
134,alabama-am,2003-04,SWAC,13,17,.433,9,9,.500,-15.88,-12.29,70.4,74.0,,,,,,Vann Pettaway
135,alabama-am,2002-03,SWAC,8,19,.296,4,14,.222,-16.71,-11.83,72.7,76.7,,,,,,Vann Pettaway
136,alabama-am,2001-02,SWAC,19,10,.655,12,6,.667,-11.33,-15.81,79.9,73.2,,,,,,Vann Pettaway
137,alabama-am,2000-01,SWAC,17,11,.607,13,5,.722,-13.46,-11.79,73.4,74.6,,,,,,Vann Pettaway
138,alabama-am,1999-00,SWAC,18,10,.643,14,4,.778,-12.27,-12.07,75.9,72.7,,,,,,Vann Pettaway
139,alabama,2019-20,SEC,16,15,.516,8,10,.444,11.12,8.12,82.0,79.0,,,,,,Nate Oats
140,alabama,2018-19,SEC,18,16,.529,8,10,.444,9.45,9.01,72.0,71.6,,,,,,Avery Johnson
141,alabama,2017-18,SEC,20,16,.556,8,10,.444,12.34,10.64,72.3,70.6,,24,,Lost Second Round,9,Avery Johnson
142,alabama,2016-17,SEC,19,15,.559,10,8,.556,11.29,7.47,68.5,64.7,,,,,,Avery Johnson
143,alabama,2015-16,SEC,18,15,.545,8,10,.444,7.14,8.62,66.5,67.9,,,,,,Avery Johnson
144,alabama,2014-15,SEC,19,15,.559,8,10,.444,10.52,8.09,67.1,64.1,,,,,,Anthony Grant
145,alabama,2013-14,SEC,13,19,.406,7,11,.389,8.34,8.88,67.8,67.2,,,,,,Anthony Grant
146,alabama,2012-13,SEC,23,13,.639,12,6,.667,9.79,5.93,63.0,58.4,,,,,,Anthony Grant
147,alabama,2011-12,SEC,21,12,.636,9,7,.563,13.76,7.18,64.7,58.1,19,12,,Lost Second Round,9,Anthony Grant
148,alabama,2010-11,SEC,25,12,.676,12,4,.750,11.70,4.27,66.8,59.4,,,,,,Anthony Grant
149,alabama,2009-10,SEC,17,15,.531,6,10,.375,10.34,6.62,68.5,64.8,,,,,,Anthony Grant
150,alabama,2008-09,SEC,18,14,.563,7,9,.438,5.49,3.99,73.4,70.4,,,,,,Mark Gottfried
151,alabama,2007-08,SEC,17,16,.515,5,11,.313,8.12,5.70,75.3,72.8,,,,,,Mark Gottfried
152,alabama,2006-07,SEC,20,12,.625,7,9,.438,10.81,6.24,74.0,69.5,11,4,,,,Mark Gottfried
153,alabama,2005-06,SEC,18,13,.581,10,6,.625,10.79,8.08,70.3,67.5,15,15,,Lost Second Round,10,Mark Gottfried
154,alabama,2004-05,SEC,24,8,.750,12,4,.750,16.74,6.81,75.8,65.1,18,11,21,Lost First Round,5,Mark Gottfried
155,alabama,2003-04,SEC,20,13,.606,8,8,.500,14.29,10.20,72.1,68.0,,,,Lost Regional Final,8,Mark Gottfried
156,alabama,2002-03,SEC,17,12,.586,7,9,.438,13.36,9.40,69.0,65.1,8,1,,Lost First Round,10,Mark Gottfried
157,alabama,2001-02,SEC,27,8,.771,12,4,.750,16.93,7.67,75.9,66.7,24,5,8,Lost Second Round,2,Mark Gottfried
158,alabama,2000-01,SEC,25,11,.694,8,8,.500,14.02,6.27,76.7,68.9,,14,,,,Mark Gottfried
159,alabama,1999-00,SEC,13,16,.448,6,10,.375,7.44,7.62,72.2,72.4,,,,,,Mark Gottfried
160,alabama,1998-99,SEC,17,15,.531,6,10,.375,5.73,6.66,67.0,67.9,,,,,,Mark Gottfried
161,alabama,1997-98,SEC,15,16,.484,6,10,.375,7.73,6.47,69.9,69.0,,,,,,David Hobbs
162,alabama,1996-97,SEC,17,14,.548,6,10,.375,9.67,6.04,69.9,64.7,,19,,,,David Hobbs
163,alabama,1995-96,SEC,19,13,.594,9,7,.563,7.00,6.13,72.0,71.1,,,,,,David Hobbs
164,alabama,1994-95,SEC,23,10,.697,10,6,.625,15.47,6.59,73.0,64.1,18,18,20,Lost Second Round,5,David Hobbs
165,alabama,1993-94,SEC,20,10,.667,12,4,.750,10.19,6.06,73.6,69.5,,,,Lost Second Round,9,David Hobbs
166,alabama,1992-93,SEC,16,13,.552,7,9,.438,9.66,7.83,75.6,73.7,,,,,,David Hobbs
167,alabama,1991-92,SEC,26,9,.743,10,6,.625,13.52,7.29,78.2,72.0,17,9,13,Lost Second Round,5,Wimp Sanderson
168,alabama,1990-91,SEC,23,10,.697,12,6,.667,14.30,8.70,78.2,72.6,7,6,19,Lost Regional Semifinal,4,Wimp Sanderson
169,alabama,1989-90,SEC,26,9,.743,12,6,.667,15.95,5.77,71.8,61.5,,19,23,Lost Regional Semifinal,7,Wimp Sanderson
170,alabama,1988-89,SEC,23,8,.742,12,6,.667,9.58,3.52,76.0,69.9,,20,20,Lost First Round,6,Wimp Sanderson
171,alabama,1987-88,SEC,14,17,.452,6,12,.333,3.96,6.63,66.3,68.5,,,,,,Wimp Sanderson
172,alabama,1986-87,SEC,28*,5*,.848,16,2,.889,19.42,8.99,80.0,69.9,13,8,9,Lost Regional Semifinal*,2,Wimp Sanderson
173,alabama,1985-86,SEC,24,9,.727,13,5,.722,16.73,9.09,75.5,67.7,,18,,Lost Regional Semifinal,5,Wimp Sanderson
174,alabama,1984-85,SEC,23,10,.697,11,7,.611,14.46,7.15,67.4,60.1,,,,Lost Regional Semifinal,7,Wimp Sanderson
175,alabama,1983-84,SEC,18,12,.600,10,8,.556,11.98,7.98,71.8,67.1,,,,Lost First Round,9,Wimp Sanderson
176,alabama,1982-83,SEC,20,12,.625,8,10,.444,14.91,9.79,74.6,69.5,12,5,,Lost First Round,6,Wimp Sanderson
177,alabama,1981-82,SEC,24,7,.774,12,6,.667,10.51,5.47,76.6,69.9,20,8,13,Lost Regional Semifinal,4,Wimp Sanderson
178,alabama,1980-81,SEC,18,11,.621,10,8,.556,12.70,8.02,73.1,68.1,,,,,,Wimp Sanderson
179,alabama,1979-80,SEC,18,12,.600,12,6,.667,9.02,5.52,71.3,67.8,,,,,,C.M. Newton
180,alabama,1978-79,SEC,22,11,.667,11,7,.611,9.98,6.71,79.1,75.5,19,13,,,,C.M. Newton
181,alabama,1977-78,SEC,17,10,.630,11,7,.611,8.08,6.16,74.6,72.7,15,15,,,,C.M. Newton
182,alabama,1976-77,SEC,25,6,.806,14,4,.778,14.25,7.44,82.5,75.5,13,3,11,,,C.M. Newton
183,alabama,1975-76,SEC,23,5,.821,15,3,.833,15.41,5.95,78.6,69.0,12,6,6,Lost Regional Semifinal,,C.M. Newton
184,alabama,1974-75,SEC,22,5,.815,15,3,.833,15.43,5.02,84.3,73.9,9,5,10,Lost First Round,,C.M. Newton
185,alabama,1973-74,SEC,22,4,.846,15,3,.833,13.86,2.59,81.7,69.8,18,7,14,,,C.M. Newton
186,alabama,1972-73,SEC,22,8,.733,13,5,.722,8.27,1.50,82.1,75.3,,6,,,,C.M. Newton
187,alabama,1971-72,SEC,18,8,.692,13,5,.722,6.24,1.71,87.6,81.4,,,,,,C.M. Newton
188,alabama,1970-71,SEC,10,16,.385,6,12,.333,-4.11,3.09,77.9,83.2,,,,,,C.M. Newton
189,alabama,1969-70,SEC,8,18,.308,5,13,.278,-8.56,1.53,80.1,87.7,,,,,,C.M. Newton
190,alabama,1968-69,SEC,4,20,.167,1,17,.056,-6.38,3.53,66.8,75.3,,,,,,C.M. Newton
191,alabama,1967-68,SEC,10,16,.385,3,15,.167,1.86,5.81,76.2,77.9,,,,,,Hayden Riley
192,alabama,1966-67,SEC,13,13,.500,6,12,.333,-2.85,2.20,76.5,78.8,,,,,,Hayden Riley
193,alabama,1965-66,SEC,16,10,.615,9,7,.563,-2.10,-0.44,74.2,72.2,,,,,,Hayden Riley
194,alabama,1964-65,SEC,17,9,.654,9,7,.563,0.78,-0.22,77.0,72.8,,,,,,Hayden Riley
195,alabama,1963-64,SEC,14,12,.538,7,7,.500,-9.09,-1.39,75.0,75.8,,,,,,Hayden Riley
196,alabama,1962-63,SEC,14,11,.560,7,7,.500,-2.77,-1.68,67.8,65.7,,,,,,Hayden Riley
197,alabama,1961-62,SEC,11,15,.423,6,8,.429,-3.07,1.32,65.3,66.7,,,,,,Hayden Riley
198,alabama,1960-61,SEC,7,18,.280,5,9,.357,-6.26,-0.92,63.7,69.1,,,,,,Hayden Riley
199,alabama,1959-60,SEC,7,17,.292,4,10,.286,-10.21,-0.80,60.6,69.7,,,,,,Eugene Lambert
200,alabama,1958-59,SEC,10,12,.455,6,8,.429,-3.16,3.06,66.1,68.0,,,,,,Eugene Lambert
201,alabama,1957-58,SEC,17,9,.654,9,5,.643,3.57,-0.83,69.5,60.5,,,,,,Eugene Lambert
202,alabama,1956-57,SEC,15,11,.577,7,7,.500,-0.71,2.29,79.5,73.5,,9,,,,Eugene Lambert
203,alabama,1955-56,SEC,21,3,.875,14,0,1.000,10.39,-3.33,87.9,72.3,,4,5,,,Johnny Dee
204,alabama,1954-55,SEC,19,5,.792,11,3,.786,7.51,-3.31,80.6,69.0,,11,12,,,Johnny Dee
205,alabama,1953-54,SEC,16,8,.667,10,4,.714,2.67,-0.60,69.4,65.5,,,,,,Johnny Dee
206,alabama,1952-53,SEC,12,9,.571,6,7,.462,-5.24,-6.10,70.1,62.5,,,,,,Johnny Dee
207,alabama,1951-52,SEC,13,9,.591,9,5,.643,-0.03,-2.82,66.5,57.6,,,,,,Floyd Burdette
208,alabama,1950-51,SEC,15,8,.652,10,4,.714,-1.43,-5.24,59.3,54.7,,,,,,Floyd Burdette
209,alabama,1949-50,SEC,9,12,.429,8,9,.471,-2.48,-3.33,53.4,50.7,,,,,,Floyd Burdette
210,alabama,1948-49,SEC,13,12,.520,9,9,.500,,,43.6,47.4,,,,,,Floyd Burdette
211,alabama,1947-48,SEC,15,12,.556,8,8,.500,,,41.1,39.6,,,,,,Floyd Burdette
212,alabama,1946-47,SEC,16,6,.727,13,5,.722,,,,,,,,,,Floyd Burdette
213,alabama,1945-46,SEC,11,5,.688,8,4,.667,,,,,,,,,,Hank Crisp
214,alabama,1944-45,SEC,10,5,.667,5,3,.625,,,,,,,,,,Malcolm Laney
215,alabama,1942-43,SEC,10,10,.500,9,9,.500,,,,,,,,,,Paul Burnham
216,alabama,1941-42,SEC,18,6,.750,13,4,.765,,,,,,,,,,Hank Crisp
217,alabama,1940-41,SEC,14,8,.636,11,7,.611,,,,,,,,,,Hank Crisp
218,alabama,1939-40,SEC,18,5,.783,14,4,.778,,,,,,,,,,Hank Crisp
219,alabama-state,2019-20,SWAC,8,24,.250,7,11,.389,-16.15,-6.53,61.4,71.0,,,,,,Lewis Jackson
220,alabama-state,2018-19,SWAC,12,19,.387,9,9,.500,-15.60,-7.84,67.3,72.1,,,,,,Lewis Jackson
221,alabama-state,2017-18,SWAC,8,23,.258,8,10,.444,-18.55,-8.62,68.7,78.6,,,,,,Lewis Jackson
222,alabama-state,2016-17,SWAC,8,23,.258,6,12,.333,-19.75,-10.75,65.9,74.4,,,,,,Lewis Jackson
223,alabama-state,2015-16,SWAC,14,17,.452,9,9,.500,-13.11,-9.35,71.5,74.5,,,,,,Lewis Jackson
224,alabama-state,2014-15,SWAC,19,10,.655,14,4,.778,-8.97,-12.71,72.1,66.8,,,,,,Lewis Jackson
225,alabama-state,2013-14,SWAC,19,13,.594,12,6,.667,-12.84,-11.40,70.8,69.5,,,,,,Lewis Jackson
226,alabama-state,2012-13,SWAC,10,22,.313,8,10,.444,-17.88,-9.01,61.8,69.7,,,,,,Lewis Jackson
227,alabama-state,2011-12,SWAC,12,19,.387,9,9,.500,-15.79,-9.96,59.4,64.4,,,,,,Lewis Jackson
228,alabama-state,2010-11,SWAC,17,18,.486,11,7,.611,-13.37,-10.31,61.3,63.8,,,,Lost First Round,16,Lewis Jackson
229,alabama-state,2009-10,SWAC,16,15,.516,12,6,.667,-14.41,-12.02,64.5,65.9,,,,,,Lewis Jackson
230,alabama-state,2008-09,SWAC,22,10,.688,16,2,.889,-6.13,-11.20,68.8,63.3,,,,Lost Opening Round,16,Lewis Jackson
