,school,season,conf_abbr,wins,losses,win_loss_pct,wins_conf,losses_conf,win_loss_pct_conf,srs,sos,pts_per_g,opp_pts_per_g,rank_pre,rank_min,rank_final,round_max,seed,coaches
18563,virginia-commonwealth,1987-88,Sun Belt,23,12,.657,10,4,.714,5.51,0.89,79.2,74.0,,,,,,Mike Pollio
18564,virginia-commonwealth,1986-87,Sun Belt,17,14,.548,7,7,.500,2.57,1.28,70.8,69.7,,,,,,Mike Pollio
18565,virginia-commonwealth,1985-86,Sun Belt,12,16,.429,6,8,.429,6.24,6.06,64.7,64.5,,,,,,Mike Pollio
18566,virginia-commonwealth,1984-85,Sun Belt,26,6,.813,12,2,.857,14.23,4.61,72.3,62.7,,11,11,Lost Second Round,2,J.D. Barnett
18567,virginia-commonwealth,1983-84,Sun Belt,23,7,.767,11,3,.786,10.72,3.34,65.0,56.3,,20,,Lost Second Round,6,J.D. Barnett
18568,virginia-commonwealth,1982-83,Sun Belt,24,7,.774,12,2,.857,8.55,2.84,68.3,62.5,,,,Lost Second Round,5,J.D. Barnett
18569,virginia-commonwealth,1981-82,Sun Belt,17,11,.607,7,3,.700,7.41,3.82,67.3,62.8,,,,,,J.D. Barnett
18570,virginia-commonwealth,1980-81,Sun Belt,24,5,.828,9,3,.750,9.96,2.89,68.9,61.8,,,,Lost Second Round,5,J.D. Barnett
18571,virginia-commonwealth,1979-80,Sun Belt,18,12,.600,8,6,.571,3.21,-0.66,75.7,71.9,,,,Lost First Round,12,J.D. Barnett
18572,virginia-commonwealth,1978-79,Ind,20,5,.800,,,,2.58,-3.71,76.8,66.6,,,,,,Dana Kirk
18573,virginia-commonwealth,1977-78,Ind,24,5,.828,,,,0.92,-5.87,75.8,66.8,,,,,,Dana Kirk
18574,virginia-commonwealth,1976-77,Ind,13,13,.500,,,,-6.37,-5.83,72.5,70.7,,,,,,Dana Kirk
18575,virginia-commonwealth,1975-76,Ind,16,9,.640,,,,-1.94,-4.76,85.5,76.5,,,,,,Chuck Noe
18576,virginia-commonwealth,1974-75,Ind,17,8,.680,,,,-1.79,-9.41,88.5,77.1,,,,,,Chuck Noe
18577,virginia-commonwealth,1973-74,Ind,17,7,.708,,,,2.68,-4.68,94.4,78.1,,,,,,Chuck Noe
18578,virginia-military-institute,2019-20,Southern,9,24,.273,3,15,.167,-6.92,-2.72,72.1,71.1,,,,,,Dan Earl
18579,virginia-military-institute,2018-19,Southern,11,21,.344,4,14,.222,-10.50,0.09,76.0,81.8,,,,,,Dan Earl
18580,virginia-military-institute,2017-18,Southern,9,21,.300,4,14,.222,-15.43,-4.25,65.1,73.8,,,,,,Dan Earl
18581,virginia-military-institute,2016-17,Southern,6,24,.200,3,15,.167,-13.91,-1.80,68.6,78.2,,,,,,Dan Earl
18582,virginia-military-institute,2015-16,Southern,9,21,.300,4,14,.222,-12.96,-3.15,69.4,75.5,,,,,,Dan Earl
18583,virginia-military-institute,2014-15,Southern,11,19,.367,7,11,.389,-9.85,-3.92,80.5,80.9,,,,,,Duggar Baucom
18584,virginia-military-institute,2013-14,Big South,22,13,.629,11,5,.688,-5.53,-6.33,88.3,82.6,,,,,,Duggar Baucom
18585,virginia-military-institute,2012-13,Big South,14,17,.452,8,8,.500,-11.40,-7.11,78.2,77.8,,,,,,Duggar Baucom
18586,virginia-military-institute,2011-12,Big South,17,16,.515,8,10,.444,-9.43,-5.16,79.7,80.6,,,,,,Duggar Baucom
18587,virginia-military-institute,2010-11,Big South,18,13,.581,10,8,.556,-4.23,-5.45,87.9,82.1,,,,,,Duggar Baucom
18588,virginia-military-institute,2009-10,Big South,10,19,.345,5,13,.278,-19.91,-7.21,88.6,96.5,,,,,,Duggar Baucom
18589,virginia-military-institute,2008-09,Big South,24,8,.750,13,5,.722,-3.30,-7.49,93.8,85.5,,,,,,Duggar Baucom
18590,virginia-military-institute,2007-08,Big South,14,15,.483,6,8,.429,-9.48,-7.32,91.3,87.2,,,,,,Duggar Baucom
18591,virginia-military-institute,2006-07,Big South,14,19,.424,5,9,.357,-8.72,-5.44,100.9,98.2,,,,,,Duggar Baucom
18592,virginia-military-institute,2005-06,Big South,7,20,.259,2,14,.125,-16.22,-6.72,71.3,76.0,,,,,,Duggar Baucom
18593,virginia-military-institute,2004-05,Big South,9,18,.333,3,13,.188,-17.19,-8.15,64.7,70.1,,,,,,Bart Bellairs
18594,virginia-military-institute,2003-04,Big South,6,22,.214,4,12,.250,-19.80,-5.57,57.4,69.4,,,,,,Bart Bellairs
18595,virginia-military-institute,2002-03,Southern,10,20,.333,3,13,.188,-13.36,-4.29,65.1,71.6,,,,,,Bart Bellairs
18596,virginia-military-institute,2001-02,Southern,10,18,.357,5,11,.313,-9.14,0.30,76.5,82.1,,,,,,Bart Bellairs
18597,virginia-military-institute,2000-01,Southern,9,19,.321,5,11,.313,-13.22,-6.41,68.0,72.8,,,,,,Bart Bellairs
18598,virginia-military-institute,1999-00,Southern,6,23,.207,1,15,.063,-14.90,-2.70,71.2,77.5,,,,,,Bart Bellairs
18599,virginia-military-institute,1998-99,Southern,12,15,.444,9,7,.563,-13.96,-4.78,70.3,74.8,,,,,,Bart Bellairs
18600,virginia-military-institute,1997-98,Southern,14,13,.519,8,7,.533,-11.27,-5.66,75.4,74.9,,,,,,Bart Bellairs
18601,virginia-military-institute,1996-97,Southern,12,16,.429,7,7,.500,-11.41,-4.77,77.5,78.1,,,,,,Bart Bellairs
18602,virginia-military-institute,1995-96,Southern,18,10,.643,10,4,.714,-3.39,-4.59,84.2,79.6,,,,,,Bart Bellairs
18603,virginia-military-institute,1994-95,Southern,10,17,.370,6,8,.429,-15.39,-3.93,79.8,87.8,,,,,,Bart Bellairs
18604,virginia-military-institute,1993-94,Southern,5,23,.179,2,16,.111,-14.73,-2.96,67.5,76.1,,,,,,Joey Cantafio
18605,virginia-military-institute,1992-93,Southern,5,22,.185,3,15,.167,-16.80,-5.03,65.9,76.2,,,,,,Joey Cantafio
18606,virginia-military-institute,1991-92,Southern,10,18,.357,3,11,.214,-12.89,-5.35,68.8,73.6,,,,,,Joey Cantafio
18607,virginia-military-institute,1990-91,Southern,10,18,.357,5,9,.357,-11.26,-3.49,71.3,77.4,,,,,,Joey Cantafio
18608,virginia-military-institute,1989-90,Southern,14,15,.483,7,7,.500,-5.55,-2.39,77.2,76.7,,,,,,Joey Cantafio
18609,virginia-military-institute,1988-89,Southern,11,17,.393,5,9,.357,-5.92,-1.71,76.4,76.1,,,,,,Joey Cantafio
18610,virginia-military-institute,1987-88,Southern,13,17,.433,6,10,.375,-10.77,-5.47,69.3,72.9,,,,,,Joey Cantafio
18611,virginia-military-institute,1986-87,Southern,11,17,.393,5,11,.313,-12.28,-4.24,71.1,75.8,,,,,,Joey Cantafio
18612,virginia-military-institute,1985-86,Southern,11,17,.393,5,11,.313,-7.62,-2.08,71.6,74.3,,,,,,Marty Fletcher
18613,virginia-military-institute,1984-85,Southern,16,14,.533,7,9,.438,-4.51,-2.44,62.1,60.5,,,,,,Marty Fletcher
18614,virginia-military-institute,1983-84,Southern,8,19,.296,4,12,.250,-12.20,-0.68,60.7,68.3,,,,,,Marty Fletcher
18615,virginia-military-institute,1982-83,Southern,2,25,.074,1,15,.063,-16.07,0.47,58.7,73.9,,,,,,Marty Fletcher
18616,virginia-military-institute,1981-82,Southern,1,25,.038,1,15,.063,-20.84,1.05,61.7,83.7,,,,,,Charlie Schmaus
18617,virginia-military-institute,1980-81,Southern,4,23,.148,3,13,.188,-15.28,-2.98,64.5,76.8,,,,,,Charlie Schmaus
18618,virginia-military-institute,1979-80,Southern,11,16,.407,6,10,.375,-13.15,-7.80,73.1,75.7,,,,,,Charlie Schmaus
18619,virginia-military-institute,1978-79,Southern,12,15,.444,2,8,.200,-12.09,-4.28,75.6,79.7,,,,,,Charlie Schmaus
18620,virginia-military-institute,1977-78,Southern,21,7,.750,7,3,.700,-2.69,-5.65,80.3,73.8,,,,,,Charlie Schmaus
18621,virginia-military-institute,1976-77,Southern,26,4,.867,8,2,.800,4.92,-1.56,80.7,71.7,,19,20,Lost Regional Semifinal,,Charlie Schmaus
18622,virginia-military-institute,1975-76,Southern,22,10,.688,9,3,.750,0.55,-2.76,76.6,67.6,,,,Lost Regional Final,,Bill Blair
18623,virginia-military-institute,1974-75,Southern,13,13,.500,6,6,.500,-9.15,-6.46,81.1,79.3,,,,,,Bill Blair
18624,virginia-military-institute,1973-74,Southern,6,18,.250,3,9,.250,-13.03,-5.38,66.4,70.1,,,,,,Bill Blair
18625,virginia-military-institute,1972-73,Southern,6,20,.231,3,9,.250,-19.39,-3.95,65.5,75.6,,,,,,Bill Blair
18626,virginia-military-institute,1971-72,Southern,6,19,.240,2,10,.167,-24.02,-3.72,66.5,82.8,,,,,,Mike Schuler
18627,virginia-military-institute,1970-71,Southern,1,25,.038,1,11,.083,-28.20,-9.30,62.5,81.7,,,,,,Mike Schuler
18628,virginia-military-institute,1969-70,Southern,6,19,.240,3,10,.231,-22.55,-8.28,64.2,76.2,,,,,,Mike Schuler
18629,virginia-military-institute,1968-69,Southern,5,18,.217,3,11,.214,-10.71,-4.23,75.0,81.5,,,,,,Gary McPherson
18630,virginia-military-institute,1967-68,Southern,9,12,.429,8,7,.533,-12.42,-8.47,74.5,78.0,,,,,,Gary McPherson
18631,virginia-military-institute,1966-67,Southern,5,16,.238,4,12,.250,-10.27,-6.74,71.7,75.9,,,,,,Gary McPherson
18632,virginia-military-institute,1965-66,Southern,5,18,.217,5,11,.313,-9.76,-5.76,77.5,81.7,,,,,,Gary McPherson
18633,virginia-military-institute,1964-65,Southern,8,13,.381,5,9,.357,-4.13,-1.66,74.3,76.8,,,,,,Gary McPherson
18634,virginia-military-institute,1963-64,Southern,12,12,.500,7,7,.500,-2.89,0.33,74.3,77.0,,,,Lost First Round,,Weenie Miller
18635,virginia-military-institute,1962-63,Southern,6,15,.286,6,10,.375,-7.80,-3.30,73.5,77.8,,,,,,Weenie Miller
18636,virginia-military-institute,1961-62,Southern,9,11,.450,6,8,.429,-9.15,-4.65,73.5,78.0,,,,,,Weenie Miller
18637,virginia-military-institute,1960-61,Southern,5,17,.227,3,11,.214,-7.42,-3.28,77.0,73.1,,,,,,Weenie Miller
18638,virginia-military-institute,1959-60,Southern,4,16,.200,3,11,.214,-13.15,-2.91,73.4,82.2,,,,,,Weenie Miller
18639,virginia-military-institute,1958-59,Southern,5,13,.278,2,11,.154,-15.49,2.29,,,,,,,,Weenie Miller
18640,virginia-military-institute,1957-58,Southern,4,17,.190,1,12,.077,-23.54,-2.30,,,,,,,,Jack Null
18641,virginia-military-institute,1956-57,Southern,4,22,.154,1,13,.071,-22.53,-6.29,,,,,,,,Jack Null
18642,virginia-military-institute,1955-56,Southern,4,19,.174,3,11,.214,-24.57,-11.24,,,,,,,,Jack Null
18643,virginia-military-institute,1954-55,Southern,8,15,.348,4,9,.308,-21.91,-10.50,,,,,,,,Chuck Noe
18644,virginia-military-institute,1953-54,Southern,11,12,.478,6,7,.462,-20.50,-15.50,,,,,,,,Chuck Noe
18645,virginia-military-institute,1952-53,Southern,5,19,.208,1,14,.067,-20.83,-1.83,,,,,,,,Chuck Noe
18646,virginia-military-institute,1951-52,Southern,3,21,.125,2,13,.133,-24.74,-7.19,,,,,,,,William O'Hara
18647,virginia-military-institute,1950-51,Southern,3,18,.143,3,11,.214,-25.69,-13.81,,,,,,,,William O'Hara
18648,virginia-military-institute,1949-50,Southern,4,17,.190,2,11,.154,-27.82,-12.38,,,,,,,,William O'Hara
18649,virginia-military-institute,1948-49,Southern,3,16,.158,3,8,.273,,,,,,,,,,Frank Summers
18650,virginia-military-institute,1947-48,Southern,3,16,.158,1,12,.077,,,,,,,,,,Frank Summers
18651,virginia-military-institute,1946-47,Southern,2,14,.125,1,11,.083,,,,,,,,,,Lloyd Roberts
18652,virginia-military-institute,1945-46,Southern,1,10,.091,1,6,.143,,,,,,,,,,Jay McWilliams
18653,virginia-military-institute,1944-45,Southern,2,10,.167,1,4,.200,,,,,,,,,,Joseph Daher
18654,virginia-military-institute,1943-44,Southern,0,14,.000,0,5,.000,,,,,,,,,,Joseph Daher
18655,virginia-military-institute,1942-43,Southern,8,8,.500,7,5,.583,,,,,,,,,,Pooley Hubert
18656,virginia-military-institute,1941-42,Southern,7,11,.389,5,10,.333,,,,,,,,,,James Walker
18657,virginia-military-institute,1940-41,Southern,10,6,.625,8,4,.667,,,,,,,,,,James Walker
18658,virginia-military-institute,1939-40,Southern,3,12,.200,2,9,.182,,,,,,,,,,James Walker
18659,virginia-tech,2019-20,ACC,16,16,.500,7,13,.350,8.22,6.16,68.6,66.5,,,,,,Mike Young
18660,virginia-tech,2018-19,ACC,26,9,.743,12,6,.667,19.28,7.79,73.5,62.1,15,9,16,Lost Regional Semifinal,4,Buzz Williams
18661,virginia-tech,2017-18,ACC,21,12,.636,10,8,.556,14.35,6.72,79.8,72.2,,,,Lost First Round,8,Buzz Williams
18662,virginia-tech,2016-17,ACC,22,11,.667,10,8,.556,12.77,8.38,79.1,74.7,,21,,Lost First Round,9,Buzz Williams
18663,virginia-tech,2015-16,ACC,20,15,.571,10,8,.556,9.93,7.53,75.0,72.6,,,,,,Buzz Williams
18664,virginia-tech,2014-15,ACC,11,22,.333,2,16,.111,1.29,5.32,65.3,69.4,,,,,,Buzz Williams
18665,virginia-tech,2013-14,ACC,9,22,.290,2,16,.111,1.90,5.99,62.9,67.0,,,,,,James Johnson
18666,virginia-tech,2012-13,ACC,13,19,.406,4,14,.222,1.74,6.27,70.3,74.8,,,,,,James Johnson
18667,virginia-tech,2011-12,ACC,16,17,.485,4,12,.250,8.93,6.21,65.1,62.3,,,,,,Seth Greenberg
18668,virginia-tech,2010-11,ACC,22,12,.647,9,7,.563,13.84,6.29,70.3,62.7,21,21,,,,Seth Greenberg
18669,virginia-tech,2009-10,ACC,25,9,.735,10,6,.625,11.65,5.13,72.7,65.1,,,,,,Seth Greenberg
18670,virginia-tech,2008-09,ACC,19,15,.559,7,9,.438,8.79,6.88,72.6,70.7,,,,,,Seth Greenberg
18671,virginia-tech,2007-08,ACC,21,14,.600,9,7,.563,12.00,6.54,70.2,64.7,,,,,,Seth Greenberg
18672,virginia-tech,2006-07,ACC,22,12,.647,10,6,.625,14.35,8.26,71.4,64.1,,16,,Lost Second Round,5,Seth Greenberg
18673,virginia-tech,2005-06,ACC,14,16,.467,4,12,.250,8.17,4.67,68.7,65.2,,,,,,Seth Greenberg
18674,virginia-tech,2004-05,ACC,16,14,.533,8,8,.500,5.63,5.79,68.5,68.7,,,,,,Seth Greenberg
18675,virginia-tech,2003-04,Big East,15,14,.517,7,9,.438,3.29,4.36,66.6,67.7,,,,,,Seth Greenberg
18676,virginia-tech,2002-03,Big East,11,18,.379,4,12,.250,2.30,5.33,70.2,73.2,,,,,,Ricky Stokes
18677,virginia-tech,2001-02,Big East,10,18,.357,4,12,.250,2.56,3.99,69.4,70.8,,,,,,Ricky Stokes
18678,virginia-tech,2000-01,Big East,8,19,.296,2,14,.125,-5.37,3.81,65.6,74.7,,,,,,Ricky Stokes
18679,virginia-tech,1999-00,A-10,16,15,.516,8,8,.500,3.00,2.45,64.4,63.9,,,,,,Ricky Stokes
18680,virginia-tech,1998-99,A-10,13,15,.464,7,9,.438,0.71,1.46,65.3,66.1,,,,,,Bobby Hussey
18681,virginia-tech,1997-98,A-10,10,17,.370,5,11,.313,3.23,4.67,66.2,67.6,,,,,,Bobby Hussey
18682,virginia-tech,1996-97,A-10,15,16,.484,7,9,.438,6.40,5.10,62.4,60.2,,,,,,Bill C. Foster
18683,virginia-tech,1995-96,A-10,23,6,.793,13,3,.813,11.52,4.25,70.2,62.9,22,8,22,Lost Second Round,9,Bill C. Foster
18684,virginia-tech,1994-95,Metro,25,10,.714,6,6,.500,13.60,5.40,75.4,67.2,,,,,,Bill C. Foster
18685,virginia-tech,1993-94,Metro,18,10,.643,6,6,.500,9.83,3.47,72.4,66.1,,,,,,Bill C. Foster
18686,virginia-tech,1992-93,Metro,10,18,.357,1,11,.083,-2.09,2.13,67.1,70.3,,,,,,Bill C. Foster
18687,virginia-tech,1991-92,Metro,10,18,.357,3,9,.250,1.22,3.93,65.1,67.8,,,,,,Bill C. Foster
18688,virginia-tech,1990-91,Metro,13,16,.448,6,8,.429,-0.09,5.63,73.6,79.3,,,,,,Frankie Allen
18689,virginia-tech,1989-90,Metro,13,18,.419,5,9,.357,0.52,4.00,76.9,80.3,,,,,,Frankie Allen
18690,virginia-tech,1988-89,Metro,11,17,.393,2,10,.167,3.00,6.78,87.2,89.5,,,,,,Frankie Allen
18691,virginia-tech,1987-88,Metro,19,10,.655,6,6,.500,10.88,5.09,91.2,85.4,,,,,,Frankie Allen
18692,virginia-tech,1986-87,Metro,10,18,.357,5,7,.417,-1.01,4.13,72.6,76.1,,,,,,Charles Moir
18693,virginia-tech,1985-86,Metro,22,9,.710,7,5,.583,11.28,5.65,78.7,73.1,,15,,Lost First Round,7,Charles Moir
18694,virginia-tech,1984-85,Metro,20,9,.690,10,4,.714,13.83,2.40,80.7,69.3,15,11,,Lost First Round,9,Charles Moir
18695,virginia-tech,1983-84,Metro,22,13,.629,8,6,.571,14.09,5.46,74.1,65.5,,,,,,Charles Moir
18696,virginia-tech,1982-83,Metro,23,11,.676,7,5,.583,9.21,3.41,76.6,67.6,,17,,,,Charles Moir
18697,virginia-tech,1981-82,Metro,20,11,.645,7,5,.583,9.92,4.55,78.6,71.8,,20,,,,Charles Moir
18698,virginia-tech,1980-81,Metro,15,13,.536,6,6,.500,4.36,3.36,72.6,69.9,,,,,,Charles Moir
18699,virginia-tech,1979-80,Metro,21,8,.724,8,4,.667,9.21,2.24,75.0,67.8,,,,Lost Second Round,7,Charles Moir
18700,virginia-tech,1978-79,Metro,22,9,.710,4,6,.400,5.88,0.77,82.2,73.7,,,,Lost Second Round,8,Charles Moir
18701,virginia-tech,1977-78,Ind,19,8,.704,,,,6.73,0.60,85.7,76.3,,,,,,Charles Moir
18702,virginia-tech,1976-77,Ind,19,10,.655,,,,6.90,3.56,80.8,74.0,,,,,,Charles Moir
18703,virginia-tech,1975-76,Ind,21,7,.750,,,,17.33,5.93,87.2,72.8,,18,,Lost First Round,,Don DeVoe
18704,virginia-tech,1974-75,Ind,16,10,.615,,,,3.52,1.37,80.4,77.7,,,,,,Don DeVoe
18705,virginia-tech,1973-74,Ind,13,13,.500,,,,1.69,1.09,76.0,74.0,,,,,,Don DeVoe
18706,virginia-tech,1972-73,Ind,22,5,.815,,,,7.85,1.52,85.5,78.0,,19,,,,Don DeVoe
18707,virginia-tech,1971-72,Ind,16,10,.615,,,,2.94,-0.93,77.1,73.0,,,,,,Don DeVoe
18708,virginia-tech,1970-71,Ind,14,11,.560,,,,1.24,-2.67,81.9,76.4,,,,,,Howie Shannon
18709,virginia-tech,1969-70,Ind,10,12,.455,,,,-2.11,-0.36,72.7,73.0,,,,,,Howie Shannon
18710,virginia-tech,1968-69,Ind,14,12,.538,,,,-1.23,-1.83,75.2,74.2,,,,,,Howie Shannon
18711,virginia-tech,1967-68,Ind,14,11,.560,,,,-0.46,0.54,78.2,77.6,,,,,,Howie Shannon
18712,virginia-tech,1966-67,Ind,20,7,.741,,,,6.23,-1.12,78.9,70.5,,,,Lost Regional Final,,Howie Shannon
18713,virginia-tech,1965-66,Ind,19,5,.792,,,,4.86,-2.22,85.5,77.9,,,,,,Howie Shannon
18714,virginia-tech,1964-65,Southern,13,10,.565,9,5,.643,0.66,-2.84,81.7,77.2,,,,,,Howie Shannon
18715,virginia-tech,1963-64,Southern,16,7,.696,7,3,.700,2.81,-1.78,78.8,74.3,,,,,,Williams Matthews
18716,virginia-tech,1962-63,Southern,12,12,.500,6,6,.500,-1.14,-1.45,73.3,72.6,,,,,,Williams Matthews
18717,virginia-tech,1961-62,Southern,19,6,.760,9,3,.750,4.90,-3.06,81.9,73.2,,,,,,Chuck Noe
18718,virginia-tech,1960-61,Southern,15,7,.682,12,3,.800,5.00,-5.23,85.2,84.0,,,,,,Chuck Noe
18719,virginia-tech,1959-60,Southern,20,6,.769,12,1,.923,5.61,-5.16,81.8,71.0,,17,,,,Chuck Noe
18720,virginia-tech,1958-59,Southern,16,5,.762,10,2,.833,11.48,-5.19,83.7,67.6,,,,,,Chuck Noe
18721,virginia-tech,1957-58,Southern,11,8,.579,10,5,.667,-0.74,-8.53,74.7,66.9,,,,,,Chuck Noe
18722,virginia-tech,1956-57,Southern,14,8,.636,12,5,.706,-1.81,-7.58,70.4,64.6,,,,,,Chuck Noe
18723,virginia-tech,1955-56,Southern,14,11,.560,10,7,.588,-7.88,-11.84,76.2,69.2,,,,,,Chuck Noe
18724,virginia-tech,1954-55,Southern,7,20,.259,4,14,.222,-18.93,-9.26,71.6,80.3,,,,,,Red Laird
18725,virginia-tech,1953-54,Southern,3,24,.111,3,13,.188,-26.76,-7.24,62.4,82.0,,,,,,Red Laird
18726,virginia-tech,1952-53,Southern,4,19,.174,4,13,.235,-18.20,-5.25,67.3,81.9,,,,,,Red Laird
18727,virginia-tech,1951-52,Southern,4,16,.200,3,10,.231,-19.07,-10.63,68.4,76.8,,,,,,Red Laird
18728,virginia-tech,1950-51,Southern,19,10,.655,9,5,.643,-9.09,-11.42,74.1,68.5,,,,,,Red Laird
18729,virginia-tech,1949-50,Southern,16,9,.640,9,5,.643,-7.16,-9.32,64.7,60.2,,,,,,Red Laird
18730,virginia-tech,1948-49,Southern,10,13,.435,6,8,.429,,,54.3,56.8,,,,,,Red Laird
18731,virginia-tech,1947-48,Southern,14,9,.609,7,5,.583,,,51.3,49.5,,,,,,Red Laird
18732,virginia-tech,1946-47,Southern,13,13,.500,4,9,.308,,,,,,,,,,George S. Gummy Proctor
18733,virginia-tech,1945-46,Southern,11,8,.579,7,3,.700,,,,,,,,,,George S. Gummy Proctor
18734,virginia-tech,1944-45,Southern,6,8,.429,1,3,.250,,,,,,,,,,George S. Gummy Proctor
18735,virginia-tech,1943-44,Southern,11,4,.733,4,1,.800,,,,,,,,,,Mac McEver
18736,virginia-tech,1942-43,Southern,7,7,.500,3,6,.333,,,,,,,,,,Mac McEver
18737,virginia-tech,1941-42,Southern,10,10,.500,4,8,.333,,,,,,,,,,Mac McEver
18738,virginia-tech,1940-41,Southern,8,13,.381,4,8,.333,,,,,,,,,,Mac McEver
18739,virginia-tech,1939-40,Southern,4,15,.211,1,9,.100,,,,,,,,,,Mac McEver
18740,wagner,2019-20,NEC,8,21,.276,5,13,.278,-14.79,-5.57,68.3,76.2,,,,,,Bashir Mason
18741,wagner,2018-19,NEC,13,17,.433,8,10,.444,-12.99,-7.63,65.8,68.1,,,,,,Bashir Mason
18742,wagner,2017-18,NEC,23,10,.697,14,4,.778,-3.19,-6.90,74.2,68.4,,,,,,Bashir Mason
18743,wagner,2016-17,NEC,16,14,.533,11,7,.611,-7.13,-7.89,68.2,65.8,,,,,,Bashir Mason
18744,wagner,2015-16,NEC,23,11,.676,13,5,.722,-4.79,-9.52,70.3,65.0,,,,,,Bashir Mason
18745,wagner,2014-15,NEC,10,20,.333,8,10,.444,-11.47,-4.99,68.4,73.5,,,,,,Bashir Mason
18746,wagner,2013-14,NEC,19,12,.613,12,4,.750,-3.83,-6.73,71.5,68.5,,,,,,Bashir Mason
18747,wagner,2012-13,NEC,19,12,.613,12,6,.667,-3.23,-5.07,68.9,67.1,,,,,,Bashir Mason
18748,wagner,2011-12,NEC,25,6,.806,15,3,.833,3.60,-5.50,73.4,64.3,,,,,,Dan Hurley
18749,wagner,2010-11,NEC,13,17,.433,9,9,.500,-6.54,-3.67,67.6,70.5,,,,,,Dan Hurley
18750,wagner,2009-10,NEC,5,26,.161,3,15,.167,-18.05,-8.78,59.1,68.1,,,,,,Mike Deane
18751,wagner,2008-09,NEC,16,14,.533,8,10,.444,-10.39,-8.60,67.4,68.3,,,,,,Mike Deane
18752,wagner,2007-08,NEC,23,8,.742,15,3,.833,-7.01,-7.62,71.5,70.9,,,,,,Mike Deane
18753,wagner,2006-07,NEC,11,19,.367,8,10,.444,-12.42,-7.56,71.1,74.4,,,,,,Mike Deane
18754,wagner,2005-06,NEC,13,14,.481,6,12,.333,-7.42,-6.35,67.1,66.6,,,,,,Mike Deane
18755,wagner,2004-05,NEC,13,17,.433,10,8,.556,-9.87,-6.94,62.1,65.0,,,,,,Mike Deane
18756,wagner,2003-04,NEC,13,16,.448,10,8,.556,-10.53,-7.13,66.6,69.8,,,,,,Mike Deane
18757,wagner,2002-03,NEC,21,11,.656,14,4,.778,-3.33,-6.48,75.1,71.9,,,,Lost First Round,15,Dereck Whittenburg
18758,wagner,2001-02,NEC,19,10,.655,15,5,.750,-4.45,-9.24,81.4,76.7,,,,,,Dereck Whittenburg
18759,wagner,2000-01,NEC,16,13,.552,11,9,.550,-5.86,-9.86,82.5,78.5,,,,,,Dereck Whittenburg
18760,wagner,1999-00,NEC,11,16,.407,6,12,.333,-9.07,-9.72,77.7,75.6,,,,,,Dereck Whittenburg
18761,wagner,1998-99,NEC,9,18,.333,7,13,.350,-12.08,-7.15,66.9,71.8,,,,,,Tim Capstraw
18762,wagner,1997-98,NEC,13,16,.448,7,9,.438,-11.54,-7.33,73.4,76.4,,,,,,Tim Capstraw
18763,wagner,1996-97,NEC,10,17,.370,7,11,.389,-11.17,-6.76,72.3,76.7,,,,,,Tim Capstraw
18764,wagner,1995-96,NEC,10,17,.370,7,11,.389,-9.83,-7.79,73.9,75.9,,,,,,Tim Capstraw
18765,wagner,1994-95,NEC,10,17,.370,9,9,.500,-14.76,-7.32,73.3,80.8,,,,,,Tim Capstraw
18766,wagner,1993-94,NEC,16,12,.571,11,7,.611,-3.36,-5.54,75.4,73.3,,,,,,Tim Capstraw
18767,wagner,1992-93,NEC,18,12,.600,12,6,.667,-6.68,-8.94,69.8,67.6,,,,,,Tim Capstraw
18768,wagner,1991-92,NEC,16,12,.571,9,7,.563,-10.59,-10.56,71.8,71.5,,,,,,Tim Capstraw
18769,wagner,1990-91,NEC,4,26,.133,2,14,.125,-16.73,-5.27,71.1,85.7,,,,,,Tim Capstraw
18770,wagner,1989-90,NEC,11,17,.393,6,10,.375,-11.33,-8.74,72.2,72.4,,,,,,Tim Capstraw
18771,wagner,1988-89,NEC,11,16,.407,6,10,.375,-21.53,-11.93,75.1,84.0,,,,,,Neil Kennett
18772,wagner,1987-88,ECACM,9,18,.333,3,13,.188,-20.78,-12.74,71.6,75.9,,,,,,Neil Kennett
18773,wagner,1986-87,ECACM,16,13,.552,8,8,.500,-8.39,-8.03,79.1,75.6,,,,,,Neil Kennett
18774,wagner,1985-86,ECACM,16,13,.552,10,6,.625,-11.43,-10.99,78.6,77.4,,,,,,Neil Kennett
18775,wagner,1984-85,ECACM,11,17,.393,5,9,.357,-13.40,-8.73,74.3,75.8,,,,,,Neil Kennett
18776,wagner,1983-84,ECACM,8,20,.286,5,11,.313,-16.39,-7.51,68.3,75.7,,,,,,Neil Kennett
18777,wagner,1982-83,ECACM,10,18,.357,2,12,.143,-13.77,-6.64,73.6,78.0,,,,,,Neil Kennett
18778,wagner,1981-82,ECACM,4,22,.154,1,14,.067,-12.94,-4.76,67.2,75.2,,,,,,P.J. Carlesimo
18779,wagner,1980-81,ECACM,16,11,.593,,,,-3.35,-4.63,78.6,73.6,,,,,,P.J. Carlesimo
18780,wagner,1979-80,ECACM,14,13,.519,,,,-2.97,-4.87,78.1,72.5,,,,,,P.J. Carlesimo
18781,wagner,1978-79,Ind,21,7,.750,,,,0.82,-4.36,82.2,75.3,,,,,,P.J. Carlesimo
18782,wagner,1977-78,Ind,7,19,.269,,,,-16.83,-8.03,82.0,87.8,,,,,,P.J. Carlesimo
